familyname | genusname
Ericaceae | Conostephium
Ericaceae | Corema
Ericaceae | Cosmelia
Ericaceae | Costera
Ericaceae | Craibiodendron
Ericaceae | Croninia
Ericaceae | Cyathodes
Ericaceae | Cyathopsis
Ericaceae | Daboecia
Ericaceae | Decatoca
Ericaceae | Demosthenesia
Ericaceae | Didonica
Ericaceae | Dimorphanthera
Ericaceae | Diogenesia
Ericaceae | Diplarche
Ericaceae | Diplycosia
Ericaceae | Disterigma
Ericaceae | Dracophyllum
Ericaceae | Elliottia
Ericaceae | Empetrum
Ericaceae | Enkianthus
Ericaceae | Epacris
Ericaceae | Epigaea
Ericaceae | Eremia
Ericaceae | Eremiella
Ericaceae | Erica
Ericaceae | Gaultheria
Ericaceae | Gaylussacia
Ericaceae | Gonocalyx
Ericaceae | Grisebachia
Ericaceae | Herpothamnus
Ericaceae | Hugeria
Ericaceae | Hymenanthes
Ericaceae | Hypopitys
Ericaceae | Kalmia
Ericaceae | Kalmiella
Ericaceae | Lateropora
Ericaceae | Lebetanthus
Ericaceae | Ledothamnus
Ericaceae | Ledum
Ericaceae | Leiophyllum
Ericaceae | Leucopogon
Ericaceae | Leucothoe
Ericaceae | Lissanthe
Ericaceae | Lyonia
Ericaceae | Lysinema
Ericaceae | Macleania
Ericaceae | Melichrus
Ericaceae | Menziesia
Ericaceae | Metagonia
Ericaceae | Moneses
Ericaceae | Monotropa
Ericaceae | Monotropastrum
Ericaceae | Monotropsis
Ericaceae | Mycerinus
Ericaceae | Needhamiella
Ericaceae | Neopieris
Ericaceae | Newberrya
Ericaceae | Notopora
Ericaceae | Oreanthes
Ericaceae | Oreocallis
Ericaceae | Ornithostaphylos
Ericaceae | Orthaea
Ericaceae | Orthilia
Ericaceae | Oxycoccus
Ericaceae | Oxydendrum
Ericaceae | Pellegrinia
Ericaceae | Pentachondra
Ericaceae | Pernettya
Ericaceae | Philippia
Ericaceae | Phyllodoce
Ericaceae | Picrococcus
Ericaceae | Pieris
Ericaceae | Pityopus
Ericaceae | Pleuricospora
Ericaceae | Plutarchia
Ericaceae | Polyclita
Ericaceae | Polycodium
Ericaceae | Psammisia
Ericaceae | Pterospora
Ericaceae | Pyrola
Ericaceae | Rhododendron
Ericaceae | Rhodothamnus
Ericaceae | Rusbya
Ericaceae | Satyria
Ericaceae | Scyphogyne
Ericaceae | Semiramisia
Ericaceae | Simocheilus
Ericaceae | Siphonandra
Ericaceae | Sphyrospermum
Ericaceae | Styphelia
Ericaceae | Tepuia
Ericaceae | Thelaia
Ericaceae | Themistoclesia
Ericaceae | Therorhodion
Ericaceae | Thibaudia
Ericaceae | Thoracosperma
Ericaceae | Trochocarpa
Ericaceae | Utleya
Ericaceae | Uva-ursi
Ericaceae | Vaccinium
Ericaceae | Woollsia
Ericaceae | Xolisma
Ericaceae | Zenobia
Eriocaulaceae | Actinocephalus
Eriocaulaceae | Blastocaulon
Eriocaulaceae | Eriocaulon
Eriocaulaceae | Lachnocaulon
Eriocaulaceae | Leiothrix
Eriocaulaceae | Mesanthemum
Eriocaulaceae | Paepalanthus
Eriocaulaceae | Philodice
Eriocaulaceae | Rondonanthus
Eriocaulaceae | Syngonanthus
Eriocaulaceae | Tonina
Erythroxylaceae | Aneulophus
Erythroxylaceae | Erythroxylum
Erythroxylaceae | Nectaropetalum
Erythroxylaceae | Pinacopodium
Escalloniaceae | Anopterus
Escalloniaceae | Eremosyne
Escalloniaceae | Escallonia
Escalloniaceae | Forgesia
Escalloniaceae | Polyosma
Escalloniaceae | Tribeles
Escalloniaceae | Valdivia
Eucommiaceae | Eucommia
Euphorbiaceae | Acalypha
Euphorbiaceae | Acidocroton
Euphorbiaceae | Acidoton
Euphorbiaceae | Actinostemon
Euphorbiaceae | Adelia
Euphorbiaceae | Adenochlaena
Euphorbiaceae | Adenocline
Euphorbiaceae | Adenopeltis
Euphorbiaceae | Adenophaedra
Euphorbiaceae | Adriana
Euphorbiaceae | Afrotrewia
Euphorbiaceae | Agrostistachys
Euphorbiaceae | Alchornea
Euphorbiaceae | Alchorneopsis
Euphorbiaceae | Aleurites
Euphorbiaceae | Algernonia
Euphorbiaceae | Alphandia
Euphorbiaceae | Amperea
Euphorbiaceae | Amyrea
Euphorbiaceae | Angostylis
Euphorbiaceae | Anisophyllum
Euphorbiaceae | Annesijoa
Euphorbiaceae | Anomostachys
Euphorbiaceae | Anthostema
Euphorbiaceae | Aparisthmium
Euphorbiaceae | Argomuellera
Euphorbiaceae | Argythamnia
Euphorbiaceae | Astraea
Euphorbiaceae | Astrococcus
Euphorbiaceae | Aubletiana
Euphorbiaceae | Avellanita
Euphorbiaceae | Balakata
Euphorbiaceae | Baliospermum
Euphorbiaceae | Baloghia
Euphorbiaceae | Benoistia
Euphorbiaceae | Bernardia
Euphorbiaceae | Bertya
Euphorbiaceae | Beyeria
Euphorbiaceae | Bia
Euphorbiaceae | Blachia
Euphorbiaceae | Blumeodendron
Euphorbiaceae | Bocquillonia
Euphorbiaceae | Bonania
Euphorbiaceae | Borneodendron
Euphorbiaceae | Bossera
Euphorbiaceae | Botryophora
Euphorbiaceae | Brasiliocroton
Euphorbiaceae | Calycopeplus
Euphorbiaceae | Caperonia
Euphorbiaceae | Caryodendron
Euphorbiaceae | Cavacoa
Euphorbiaceae | Cephalocroton
Euphorbiaceae | Cephalocrotonopsis
Euphorbiaceae | Cephalomappa
Euphorbiaceae | Chamaesyce
Euphorbiaceae | Cheilosa
Euphorbiaceae | Chiropetalum
Euphorbiaceae | Chlamydojatropha
Euphorbiaceae | Chondrostylis
Euphorbiaceae | Chorisandrachne
Euphorbiaceae | Chrozophora
Euphorbiaceae | Cladogelonium
Euphorbiaceae | Cladogynos
Euphorbiaceae | Claoxylon
Euphorbiaceae | Claoxylopsis
Euphorbiaceae | Cleidiocarpon
Euphorbiaceae | Cleidion
Euphorbiaceae | Clonostylis
Euphorbiaceae | Cnesmone
Euphorbiaceae | Cnidoscolus
Euphorbiaceae | Cocconerion
Euphorbiaceae | Codiaeum
Euphorbiaceae | Colliguaja
Euphorbiaceae | Colobocarpos
Euphorbiaceae | Conceveiba
Euphorbiaceae | Conosapium
Euphorbiaceae | Croton
Euphorbiaceae | Crotonogyne
Euphorbiaceae | Crotonogynopsis
Euphorbiaceae | Cyrtogonone
Euphorbiaceae | Cyttaranthus
Euphorbiaceae | Dalechampia
Euphorbiaceae | Dalembertia
Euphorbiaceae | Dendrocousinsia
Euphorbiaceae | Dendrothrix
Euphorbiaceae | Deutzianthus
Euphorbiaceae | Dichostemma
Euphorbiaceae | Dimorphocalyx
Euphorbiaceae | Discoclaoxylon
Euphorbiaceae | Discocleidion
Euphorbiaceae | Discoglypremna
Euphorbiaceae | Ditaxis
Euphorbiaceae | Ditrysinia
Euphorbiaceae | Ditta
Euphorbiaceae | Dodecastigma
Euphorbiaceae | Doryxylon
Euphorbiaceae | Droceloncia
Euphorbiaceae | Dysopsis
Euphorbiaceae | Elateriospermum
Euphorbiaceae | Endospermum
Euphorbiaceae | Enriquebeltrania
Euphorbiaceae | Epiprinus
Euphorbiaceae | Erismanthus
Euphorbiaceae | Erythrococca
Euphorbiaceae | Euphorbi
Euphorbiaceae | Euphorbia
Euphorbiaceae | Excoecaria
Euphorbiaceae | Falconeria
Euphorbiaceae | Fontainea
Euphorbiaceae | Garcia
Euphorbiaceae | Givotia
Euphorbiaceae | Glycydendron
Euphorbiaceae | Grimmeodendron
Euphorbiaceae | Grossera
Euphorbiaceae | Gymnanthes
Euphorbiaceae | Haematostemon
Euphorbiaceae | Hamilcoa
Euphorbiaceae | Hancea
Euphorbiaceae | Hevea
Euphorbiaceae | Hippomane
Euphorbiaceae | Homalanthus
Euphorbiaceae | Homonoia
Euphorbiaceae | Hura
Euphorbiaceae | Hylandia
Euphorbiaceae | Jatropha
Euphorbiaceae | Joannesia
Euphorbiaceae | Klaineanthus
Euphorbiaceae | Koilodepas
Euphorbiaceae | Lasiococca
Euphorbiaceae | Lasiocroton
Euphorbiaceae | Leeuwenbergia
Euphorbiaceae | Leidesia
Euphorbiaceae | Leucocroton
Euphorbiaceae | Lobanilia
Euphorbiaceae | Mabea
Euphorbiaceae | Macaranga
Euphorbiaceae | Mallotus
Euphorbiaceae | Manihot
Euphorbiaceae | Manniophyton
Euphorbiaceae | Maprounea
Euphorbiaceae | Mareya
Euphorbiaceae | Mareyopsis
Euphorbiaceae | Megistostigma
Euphorbiaceae | Melanolepis
Euphorbiaceae | Mercurialis
Euphorbiaceae | Micrandra
Euphorbiaceae | Micrandropsis
Euphorbiaceae | Micrococca
Euphorbiaceae | Microstachys
Euphorbiaceae | Monotaxis
Euphorbiaceae | Moultonianthus
Euphorbiaceae | Muricococcum
Euphorbiaceae | Myricanthe
Euphorbiaceae | Nealchornea
Euphorbiaceae | Necepsia
Euphorbiaceae | Neoboutonia
Euphorbiaceae | Neoguillauminia
Euphorbiaceae | Neoscortechinia
Euphorbiaceae | Neoshirakia
Euphorbiaceae | Oligoceras
Euphorbiaceae | Omphalea
Euphorbiaceae | Ophellantha
Euphorbiaceae | Ophthalmoblapton
Euphorbiaceae | Orfilea
Euphorbiaceae | Ostodes
Euphorbiaceae | Pachystroma
Euphorbiaceae | Pachystylidium
Euphorbiaceae | Pantadenia
Euphorbiaceae | Paracroton
Euphorbiaceae | Paranecepsia
Euphorbiaceae | Parapantadenia
Euphorbiaceae | Pausandra
Euphorbiaceae | Philyra
Euphorbiaceae | Pimelodendron
Euphorbiaceae | Plagiostyles
Euphorbiaceae | Platygyna
Euphorbiaceae | Pleradenophora
Euphorbiaceae | Plesiatropha
Euphorbiaceae | Plukenetia
Euphorbiaceae | Podadenia
Euphorbiaceae | Poinsettia
Euphorbiaceae | Pseudagrostistachys
Euphorbiaceae | Pseudosenefeldera
Euphorbiaceae | Ptychopyxis
Euphorbiaceae | Pycnocoma
Euphorbiaceae | Radcliffea
Euphorbiaceae | Reutealis
Euphorbiaceae | Rhodothyrsus
Euphorbiaceae | Ricinocarpos
Euphorbiaceae | Ricinodendron
Euphorbiaceae | Ricinus
Euphorbiaceae | Rockinghamia
Euphorbiaceae | Romanoa
Euphorbiaceae | Sagotia
Euphorbiaceae | Sampantaea
Euphorbiaceae | Sandwithia
Euphorbiaceae | Sapium
Euphorbiaceae | Schinziophyton
Euphorbiaceae | Sclerocroton
Euphorbiaceae | Sebastiania
Euphorbiaceae | Seidelia
Euphorbiaceae | Senefeldera
Euphorbiaceae | Senefelderopsis
Euphorbiaceae | Shirakiopsis
Euphorbiaceae | Shonia
Euphorbiaceae | Spathiostemon
Euphorbiaceae | Spegazziniophytum
Euphorbiaceae | Speranskia
Euphorbiaceae | Sphaerostylis
Euphorbiaceae | Sphyranthera
Euphorbiaceae | Spirostachys
Euphorbiaceae | Stillingia
Euphorbiaceae | Strophioblachia
Euphorbiaceae | Sumbaviopsis
Euphorbiaceae | Suregada
Euphorbiaceae | Synadenium
Euphorbiaceae | Syndyophyllum
Euphorbiaceae | Tannodia
Euphorbiaceae | Tapoides
Euphorbiaceae | Tetrorchidium
Euphorbiaceae | Thyrsanthera
Euphorbiaceae | Tragia
Euphorbiaceae | Tragiella
Euphorbiaceae | Trevia
Euphorbiaceae | Triadica
Euphorbiaceae | Trigonostemon
Euphorbiaceae | Vaupesia
Euphorbiaceae | Vernicia
Euphorbiaceae | Wetria
Euphroniaceae | Euphronia
Euphroniaceae | Lightiodendron
Eupomatiaceae | Eupomatia
Eupteleaceae | Euptelea
Fagaceae | Castanea
Fagaceae | Castanopsis
Fagaceae | Chrysolepis
Fagaceae | Cyclobalanopsis
Fagaceae | Fagus
Fagaceae | Lithocarpus
Fagaceae | Quercus
Fagaceae | Trigonobalanus
Flagellariaceae | Flagellaria
Fouquieriaceae | Fouquieria
Frankeniaceae | Frankenia
Garryaceae | Aucuba
Garryaceae | Garrya
Geissolomataceae | Geissoloma
Gelsemiaceae | Gelsemium
Gelsemiaceae | Mostuea
Gentianaceae | Adenolisianthus
Gentianaceae | Aliopsis
Gentianaceae | Anthocleista
Gentianaceae | Aripuana
Gentianaceae | Bartonia
Gentianaceae | Belmontia
Gentianaceae | Bisgoeppertia
Gentianaceae | Blackstonia
Gentianaceae | Canscora
Gentianaceae | Celiantha
Gentianaceae | Centaurium
Gentianaceae | Chelonanthus
Gentianaceae | Chironia
Gentianaceae | Chorisepalum
Gentianaceae | Cicendia
Gentianaceae | Comastoma
Gentianaceae | Congolanthus
Gentianaceae | Coutoubea
Gentianaceae | Cracosna
Gentianaceae | Crawfurdia
Gentianaceae | Curtia
Gentianaceae | Deianira
Gentianaceae | Djaloniella
Gentianaceae | Duplipetala
Gentianaceae | Enicostema
Gentianaceae | Eustoma
Gentianaceae | Exaculum
Gentianaceae | Exacum
Gentianaceae | Fagraea
Gentianaceae | Faroa
Gentianaceae | Frasera
Gentianaceae | Geniostemon
Gentianaceae | Gentiana
Gentianaceae | Gentianella
Gentianaceae | Gentianopsis
Gentianaceae | Gentianothamnus
Gentianaceae | Gyrandra
Gentianaceae | Halenia
Gentianaceae | Helia
Gentianaceae | Hoppea
Gentianaceae | Irlbachia
Gentianaceae | Ixanthus
Gentianaceae | Jaeschkea
Gentianaceae | Klackenbergia
Gentianaceae | Kurramiana
Gentianaceae | Lagenanthus
Gentianaceae | Lapithea
Gentianaceae | Latouchea
Gentianaceae | Lehmanniella
Gentianaceae | Leiphaimos
Gentianaceae | Lisianthius
Gentianaceae | Lomatogoniopsis
Gentianaceae | Lomatogonium
Gentianaceae | Macrocarpaea
Gentianaceae | Neblinantha
Gentianaceae | Neurotheca
Gentianaceae | Ophelia
Gentianaceae | Ornichia
Gentianaceae | Orphium
Gentianaceae | Pleurogynella
Gentianaceae | Potalia
Gentianaceae | Prepusa
Gentianaceae | Pterygocalyx
Gentianaceae | Purdieanthus
Gentianaceae | Pycnosphaera
Gentianaceae | Rogersonanthus
Gentianaceae | Sabatia
Gentianaceae | Saccifolium
Gentianaceae | Schenkia
Gentianaceae | Schinziella
Gentianaceae | Schultesia
Gentianaceae | Sebaea
Gentianaceae | Sipapoantha
Gentianaceae | Swertia
Gentianaceae | Symbolanthus
Gentianaceae | Tachia
Gentianaceae | Tachiadenus
Gentianaceae | Tapeinostemon
Gentianaceae | Tetrapollinia
Gentianaceae | Tripterospermum
Gentianaceae | Veratrilla
Gentianaceae | Voyria
Gentianaceae | Voyriella
Gentianaceae | Wurdackanthus
Gentianaceae | Xestaea
Gentianaceae | Zeltnera
Gentianaceae | Zygostigma
Geraniaceae | California
Geraniaceae | Erodium
Geraniaceae | Geranium
Geraniaceae | Hypseocharis
Geraniaceae | Monsonia
Geraniaceae | Pelargonium
Geraniaceae | Sarcocaulon
Gesneriaceae | Acanthonema
Gesneriaceae | Achimenantha
Gesneriaceae | Achimenes
Gesneriaceae | Aeschynanthus
Gesneriaceae | Agalmyla
Gesneriaceae | Allocheilos
Gesneriaceae | Alloplectus
Gesneriaceae | Allostigma
Gesneriaceae | Amalophyllon
Gesneriaceae | Ancylostemon
Gesneriaceae | Anetanthus
Gesneriaceae | Anna
Gesneriaceae | Asteranthera
Gesneriaceae | Beccarinda
Gesneriaceae | Bellonia
Gesneriaceae | Besleria
Gesneriaceae | Boea
Gesneriaceae | Boeica
Gesneriaceae | Bournea
Gesneriaceae | Briggsia
Gesneriaceae | Briggsiopsis
Gesneriaceae | Calcareoboea
Gesneriaceae | Capanea
Gesneriaceae | Cathayanthe
Gesneriaceae | Championia
Gesneriaceae | Chirita
Gesneriaceae | Chiritopsis
Gesneriaceae | Chrysothemis
Gesneriaceae | Codonanthe
Gesneriaceae | Codonanthopsis
Gesneriaceae | Colpogyne
Gesneriaceae | Columnea
Gesneriaceae | Conandron
Gesneriaceae | Coptocheile
Gesneriaceae | Corallodiscus
Gesneriaceae | Coronanthera
Gesneriaceae | Corytoplectus
Gesneriaceae | Crantzia
Gesneriaceae | Cremersia
Gesneriaceae | Cremosperma
Gesneriaceae | Cremospermopsis
Gesneriaceae | Cubitanthus
Gesneriaceae | Cyrtandra
Gesneriaceae | Cyrtandromoea
Gesneriaceae | Dayaoshania
Gesneriaceae | Deinocheilos
Gesneriaceae | Deinostigma
Gesneriaceae | Depanthus
Gesneriaceae | Diastema
Gesneriaceae | Didissandra
Gesneriaceae | Didymocarpus
Gesneriaceae | Didymostigma
Gesneriaceae | Dolicholoma
Gesneriaceae | Drymonia
Gesneriaceae | Emarhendia
Gesneriaceae | Episcia
Gesneriaceae | Epithema
Gesneriaceae | Eucodonia
Gesneriaceae | Eucodonopsis
Gesneriaceae | Fieldia
Gesneriaceae | Gasteranthus
Gesneriaceae | Gesneria
Gesneriaceae | Glossoloma
Gesneriaceae | Gloxinella
Gesneriaceae | Gloxinia
Gesneriaceae | Gloxiniopsis
Gesneriaceae | Goyazia
Gesneriaceae | Gyrocheilos
Gesneriaceae | Gyrogyne
Gesneriaceae | Haberlea
Gesneriaceae | Hemiboea
Gesneriaceae | Hemiboeopsis
Gesneriaceae | Henckelia
Gesneriaceae | Heppiella
Gesneriaceae | Hippodamia
Gesneriaceae | Houttea
Gesneriaceae | Hovanella
Gesneriaceae | Hypocyrta
Gesneriaceae | Isoloma
Gesneriaceae | Isometrum
Gesneriaceae | Koellikeria
Gesneriaceae | Kohleria
Gesneriaceae | Lagarosolen
Gesneriaceae | Leptoboea
Gesneriaceae | Ligeria
Gesneriaceae | Locheria
Gesneriaceae | Loxostigma
Gesneriaceae | Lysionotus
Gesneriaceae | Mandirola
Gesneriaceae | Metabriggsia
Gesneriaceae | Metapetrocosmea
Gesneriaceae | Mitraria
Gesneriaceae | Monopyle
Gesneriaceae | Moussonia
Gesneriaceae | Napeanthus
Gesneriaceae | Nautilocalyx
Gesneriaceae | Nematanthus
Gesneriaceae | Neomortonia
Gesneriaceae | Niphaea
Gesneriaceae | Nomopyle
Gesneriaceae | Oerstedina
Gesneriaceae | Opithandra
Gesneriaceae | Oreocharis
Gesneriaceae | Ornithoboea
Gesneriaceae | Ortholoma
Gesneriaceae | Paliavana
Gesneriaceae | Paraboea
Gesneriaceae | Paradrymonia
Gesneriaceae | Paraisometrum
Gesneriaceae | Parakohleria
Gesneriaceae | Paralagarosolen
Gesneriaceae | Pearcea
Gesneriaceae | Peltanthera
Gesneriaceae | Pentarhaphia
Gesneriaceae | Petrocodon
Gesneriaceae | Petrocosmea
Gesneriaceae | Pheidonocarpa
Gesneriaceae | Phinaea
Gesneriaceae | Platystemma
Gesneriaceae | Plectopoma
Gesneriaceae | Primulina
Gesneriaceae | Ramonda
Gesneriaceae | Raphiocarpus
Gesneriaceae | Rechsteineria
Gesneriaceae | Reldia
Gesneriaceae | Resia
Gesneriaceae | Rhabdothamnopsis
Gesneriaceae | Rhoogeton
Gesneriaceae | Rhynchoglossum
Gesneriaceae | Rhynchotechum
Gesneriaceae | Rhytidophyllum
Gesneriaceae | Rufodorsia
Gesneriaceae | Sanango
Gesneriaceae | Sarmienta
Gesneriaceae | Seemannia
Gesneriaceae | Sinningia
Gesneriaceae | Smitheppiella
Gesneriaceae | Smithiantha
Gesneriaceae | Solenophora
Gesneriaceae | Sphaerorrhiza
Gesneriaceae | Stauranthera
Gesneriaceae | Streptocarpus
Gesneriaceae | Tengia
Gesneriaceae | Thamnocharis
Gesneriaceae | Titanotrichum
Gesneriaceae | Tremacron
Gesneriaceae | Trevirana
Gesneriaceae | Trichantha
Gesneriaceae | Trisepalum
Gesneriaceae | Tylopsacas
Gesneriaceae | Vanhouttea
Gesneriaceae | Wentsaiboea
Gesneriaceae | Whytockia
Gesneriaceae | XAchicodonia
Gisekiaceae | Gisekia
Gomortegaceae | Gomortega
Goodeniaceae | Anthotium
Goodeniaceae | Brunonia
Goodeniaceae | Coopernookia
Goodeniaceae | Crossotoma
Goodeniaceae | Dampiera
Goodeniaceae | Diaspasis
Goodeniaceae | Goodenia
Goodeniaceae | Lechenaultia
Goodeniaceae | Pentaptilon
Goodeniaceae | Scaevola
Goodeniaceae | Selliera
Goodeniaceae | Symphyobasis
Goupiaceae | Goupia
Griseliniaceae | Griselinia
Grossulariaceae | Grossularia
Grossulariaceae | Ribes
Grubbiaceae | Grubbia
Gunneraceae | Gunnera
Gyrostemonaceae | Codonocarpus
Gyrostemonaceae | Cypselocarpus
Gyrostemonaceae | Gyrostemon
Haemodoraceae | Anigozanthos
Haemodoraceae | Barberetta
Haemodoraceae | Blancoa
Haemodoraceae | Conostylis
Haemodoraceae | Dilatris
Haemodoraceae | Haemodorum
Haemodoraceae | Lachnanthes
Haemodoraceae | Macropidia
Haemodoraceae | Phlebocarya
Haemodoraceae | Pyrrorhiza
Haemodoraceae | Schiekia
Haemodoraceae | Tribonanthes
Haemodoraceae | Wachendorfia
Haemodoraceae | Xiphidium
Halophytaceae | Halophytum
Haloragaceae | Glischrocaryon
Haloragaceae | Gonocarpus
Haloragaceae | Haloragis
Haloragaceae | Laurembergia
Haloragaceae | Myriophyllum
Haloragaceae | Proserpinaca
Haloragaceae | Vinkia
Hamamelidaceae | Chunia
Hamamelidaceae | Corylopsis
Hamamelidaceae | Dicoryphe
Hamamelidaceae | Disanthus
Hamamelidaceae | Distyliopsis
Hamamelidaceae | Distylium
Hamamelidaceae | Embolanthera
Hamamelidaceae | Eustigma
Hamamelidaceae | Exbucklandia
Hamamelidaceae | Fortunearia
Hamamelidaceae | Fothergilla
Hamamelidaceae | Hamamelis
Hamamelidaceae | Loropetalum
Hamamelidaceae | Matudaea
Hamamelidaceae | Molinadendron
Hamamelidaceae | Mytilaria
Hamamelidaceae | Parrotia
Hamamelidaceae | Parrotiopsis
Hamamelidaceae | Rhodoleia
Hamamelidaceae | Sinowilsonia
Hamamelidaceae | Sycopsis
Hamamelidaceae | Trichocladus
Hanguanaceae | Hanguana
Haptanthaceae | Haptanthus
Heliconiaceae | Heliconia
Helwingiaceae | Helwingia
Hernandiaceae | Gyrocarpus
Hernandiaceae | Hernandia
Hernandiaceae | Illigera
Hernandiaceae | Sparattanthelium
Himantandraceae | Galbulimima
Huaceae | Afrostyrax
Humiriaceae | Duckesia
Humiriaceae | Endopleura
Humiriaceae | Humiria
Humiriaceae | Humiriastrum
Humiriaceae | Hylocarpa
Humiriaceae | Sacoglottis
Humiriaceae | Schistostemon
Humiriaceae | Vantanea
Hydatellaceae | Trithuria
Hydnoraceae | Hydnora
Hydnoraceae | Prosopanche
Hydrangeaceae | Broussaisia
Hydrangeaceae | Cardiandra
Hydrangeaceae | Carpenteria
Hydrangeaceae | Decumaria
Hydrangeaceae | Deinanthe
Hydrangeaceae | Deutzia
Hydrangeaceae | Dichroa
Hydrangeaceae | Fendlera
Hydrangeaceae | Fendlerella
Hydrangeaceae | Hydrangea
Hydrangeaceae | Neodeutzia
Hydrangeaceae | Philadelphus
Hydrangeaceae | Pileostegia
Hydrangeaceae | Platycrater
Hydrangeaceae | Schizophragma
Hydrocharitaceae | Blyxa
Hydrocharitaceae | Caulinia
Hydrocharitaceae | Egeria
Hydrocharitaceae | Elodea
Hydrocharitaceae | Enhalus
Hydrocharitaceae | Halophila
Hydrocharitaceae | Hydrilla
Hydrocharitaceae | Hydrocharis
Hydrocharitaceae | Lagarosiphon
Hydrocharitaceae | Limnobium
Hydrocharitaceae | Najas
Hydrocharitaceae | Nechamandra
Hydrocharitaceae | Ottelia
Hydrocharitaceae | Stratiotes
Hydrocharitaceae | Thalassia
Hydrocharitaceae | Vallisneria
Hydroleaceae | Hydrolea
Hydrostachyaceae | Hydrostachys
Hypericaceae | Cratoxylum
Hypericaceae | Eliea
Hypericaceae | Harungana
Hypericaceae | Hypericum
Hypericaceae | Lianthus
Hypericaceae | Psorospermum
Hypericaceae | Santomasia
Hypericaceae | Thornea
Hypericaceae | Triadenum
Hypericaceae | Vismia
Hypoxidaceae | Curculigo
Hypoxidaceae | Empodium
Hypoxidaceae | Hypoxidia
Hypoxidaceae | Hypoxis
Hypoxidaceae | Molineria
Hypoxidaceae | Pauridia
Hypoxidaceae | Rhodohypoxis
Hypoxidaceae | × Rhodoxis
Hypoxidaceae | Saniella
Hypoxidaceae | Spiloxene
Icacinaceae | Adelanthus
Icacinaceae | Alsodeiopsis
Icacinaceae | Apodytes
Icacinaceae | Calatola
Icacinaceae | Casimirella
Icacinaceae | Cassinopsis
Icacinaceae | Chlamydocarya
Icacinaceae | Desmostachys
Icacinaceae | Emmotum
Icacinaceae | Hosiea
Icacinaceae | Icacina
Icacinaceae | Iodes
Icacinaceae | Lavigeria
Icacinaceae | Leretia
Icacinaceae | Mappia
Icacinaceae | Mappianthus
Icacinaceae | Miquelia
Icacinaceae | Natsiatopsis
Icacinaceae | Natsiatum
Icacinaceae | Nothapodytes
Icacinaceae | Oecopetalum
Icacinaceae | Ottoschulzia
Icacinaceae | Pittosporopsis
Icacinaceae | Platea
Icacinaceae | Pleurisanthes
Icacinaceae | Polycephalium
Icacinaceae | Poraqueiba
Icacinaceae | Pyrenacantha
Icacinaceae | Rhaphiostylis
Icacinaceae | Stachyanthus
Iridaceae | Acidanthera
Iridaceae | Ainea
Iridaceae | Alophia
Iridaceae | Anapalina
Iridaceae | Aristea
Iridaceae | Babiana
Iridaceae | Bobartia
Iridaceae | Calydorea
Iridaceae | Cardenanthus
Iridaceae | Chasmanthe
Iridaceae | Cipura
Iridaceae | Cobana
Iridaceae | Crocosmia
Iridaceae | Crocus
Iridaceae | Cyanixia
Iridaceae | Cypella
Iridaceae | Devia
Iridaceae | Dierama
Iridaceae | Dietes
Iridaceae | Diplarrena
Iridaceae | Duthiastrum
Iridaceae | Eleutherine
Iridaceae | Ennealophus
Iridaceae | Ferraria
Iridaceae | Freesia
Iridaceae | Geissorhiza
Iridaceae | Gelasine
Iridaceae | Geosiris
Iridaceae | Gladiolus
Iridaceae | Herbertia
Iridaceae | Hesperantha
Iridaceae | Hesperoxiphion
Iridaceae | Iridodictyum
Iridaceae | Iris
Iridaceae | Isophysis
Iridaceae | Ixia
Iridaceae | Juno
Iridaceae | Kelissa
Iridaceae | Klattia
Iridaceae | Lapeirousia
Iridaceae | Larentia
Iridaceae | Lethia
Iridaceae | Libertia
Iridaceae | Mastigostyla
Iridaceae | Melasphaerula
Iridaceae | Micranthus
Iridaceae | Moraea
Iridaceae | Nemastylis
Iridaceae | Neomarica
Iridaceae | Nivenia
Iridaceae | Oenostachys
Iridaceae | Olsynium
Iridaceae | Onira
Iridaceae | Orthrosanthus
Iridaceae | Patersonia
Iridaceae | Phalocallis
Iridaceae | Pillansia
Iridaceae | Pseudotrimezia
Iridaceae | Radinosiphon
Iridaceae | Romulea
Iridaceae | Salpingostylis
Iridaceae | Savannosiphon
Iridaceae | Sessilanthera
Iridaceae | Siphonostylis
Iridaceae | Sisyrinchium
Iridaceae | Solenomelus
Iridaceae | Sparaxis
Iridaceae | Synnotia
Iridaceae | Syringodea
Iridaceae | Tapeina
Iridaceae | Tapeinia
Iridaceae | Thereianthus
Iridaceae | Tigridia
Iridaceae | Trimezia
Iridaceae | Tritonia
Iridaceae | Tritoniopsis
Iridaceae | Watsonia
Iridaceae | Witsenia
Iridaceae | Xenoscapa
Iridaceae | Zygotritonia
Irvingiaceae | Desbordesia
Irvingiaceae | Irvingia
Irvingiaceae | Klainedoxa
Iteaceae | Choristylis
Iteaceae | Itea
Iteaceae | Pterostemon
Ixioliriaceae | Ixiolirion
Ixonanthaceae | Allantospermum
Ixonanthaceae | Cyrillopsis
Ixonanthaceae | Ixonanthes
Ixonanthaceae | Ochthocosmus
Ixonanthaceae | Phyllocosmus
Joinvilleaceae | Joinvillea
Juglandaceae | Alfaroa
Juglandaceae | Carya
Juglandaceae | Cyclocarya
Juglandaceae | Engelhardia
Juglandaceae | Engelhardtia
Juglandaceae | Hicoria
Juglandaceae | Hicorius
