"id"|"SPECIES"|"ADDRESS"|"SOURCE"
90|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangxi,,,Ku-chun                                                                                                                                                                                                                                       "|"brahms    "
91|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"朝鲜,,,,                                                                                                                                                                                                                                                      "|"brahms    "
92|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Sichuan,Tianquan Xian,,二郎山龙连溪路边                                                                                                                                                                                                                 "|"brahms    "
93|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Guangxi,,,                                                                                                                                                                                                                                              "|"brahms    "
94|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Hunan,大庸市,,太平公社四丰大队岩门                                                                                                                                                                                                                      "|"brahms    "
95|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Hunan,桑植县,,陈家河公社到毛家台                                                                                                                                                                                                                        "|"brahms    "
96|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Guizhou,Xingren Xian,,巴岭公社陈家沟                                                                                                                                                                                                                    "|"brahms    "
97|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Guizhou,印江县,,肖家河晒石板                                                                                                                                                                                                                            "|"brahms    "
98|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangdong,新丰县,,黄砾区茶洞水口                                                                                                                                                                                                                        "|"brahms    "
99|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangdong,和平县,,黎明林场嶂山窝                                                                                                                                                                                                                        "|"brahms    "
100|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangdong,和平县,,黎明林场千斤地工区                                                                                                                                                                                                                    "|"brahms    "
101|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Hunan,沅陵县,,筒车坪佼母溪                                                                                                                                                                                                                              "|"brahms    "
102|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Hubei,神县,,松柏                                                                                                                                                                                                                                        "|"brahms    "
103|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Jiangsu,,,宝华山东北                                                                                                                                                                                                                                    "|"brahms    "
104|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Jiangsu,,,                                                                                                                                                                                                                                              "|"brahms    "
105|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,,,,                                                                                                                                                                                                                                                     "|"brahms    "
106|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,,,,                                                                                                                                                                                                                                                     "|"brahms    "
107|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Hunan,桑植县,,芭茅溪公社天平山小庄坪                                                                                                                                                                                                                    "|"brahms    "
108|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangxi,,,                                                                                                                                                                                                                                              "|"brahms    "
109|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Hunan,黔阳县,,二区毛渡河                                                                                                                                                                                                                                "|"brahms    "
110|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Fujian,南靖县,,梅林公社溪柄                                                                                                                                                                                                                             "|"brahms    "
111|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Jiangxi,庐山,,黄岩寺                                                                                                                                                                                                                                    "|"brahms    "
112|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangdong,连山县,,上帅乡土坑冲                                                                                                                                                                                                                          "|"brahms    "
113|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangdong,南海县,,永和乡洞头社黄坑至祖师寨                                                                                                                                                                                                              "|"brahms    "
114|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guizhou,,,Langtai                                                                                                                                                                                                                                       "|"brahms    "
115|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guizhou,,,Fan-Tsing Shan                                                                                                                                                                                                                                "|"brahms    "
116|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangxi,大苖山县,,三防区罗洞乡九万山地甲顶                                                                                                                                                                                                              "|"brahms    "
117|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Sichuan,,,Mao-Hsien                                                                                                                                                                                                                                     "|"brahms    "
118|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Hunan,永顺县,,屋子坪                                                                                                                                                                                                                                    "|"brahms    "
119|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Hunan,永顺县,,长官公社施溶大队铜湾                                                                                                                                                                                                                      "|"brahms    "
120|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Hunan,衡山,,望嶂                                                                                                                                                                                                                                        "|"brahms    "
121|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Fujian,延平县,,Buong Kang Yenping                                                                                                                                                                                                                       "|"brahms    "
122|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Jiangxi,高安县,,华林山附近                                                                                                                                                                                                                              "|"brahms    "
123|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangxi,Longsheng Xian,,大地乡杨家尾底                                                                                                                                                                                                                  "|"brahms    "
124|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Fujian,崇安县,,武夷山                                                                                                                                                                                                                                   "|"brahms    "
125|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Fujian,永泰,,盖衡                                                                                                                                                                                                                                       "|"brahms    "
126|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,安徽,东至县,,官港                                                                                                                                                                                                                                       "|"brahms    "
127|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"Japan,,,,JAPAN;Northern honshu,Miyagi P                                                                                                                                                                                                                       "|"brahms    "
128|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"Japan,,,,                                                                                                                                                                                                                                                     "|"brahms    "
129|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"Japan,,,,                                                                                                                                                                                                                                                     "|"brahms    "
130|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Jiangxi,宜黄县,,白竹公社徐坊船底窝                                                                                                                                                                                                                      "|"brahms    "
131|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Jiangsu,,,松江城郊                                                                                                                                                                                                                                      "|"brahms    "
132|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Sichuan,奉节县,,建农乡前沼地沟内                                                                                                                                                                                                                        "|"brahms    "
133|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangxi,Guilin Shiqu,雁山,良丰雁山附近                                                                                                                                                                                                                  "|"brahms    "
134|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"朝鲜,,,,                                                                                                                                                                                                                                                      "|"brahms    "
135|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Sichuan,,,                                                                                                                                                                                                                                              "|"brahms    "
136|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Hunan,龙山县,,乌鸦乡                                                                                                                                                                                                                                    "|"brahms    "
137|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Jiangxi,安福县,,武功山文家                                                                                                                                                                                                                              "|"brahms    "
138|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Zhejiang,,,                                                                                                                                                                                                                                             "|"brahms    "
139|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Shaanxi,,,Chungnanshan,Shensi                                                                                                                                                                                                                           "|"brahms    "
140|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangxi,那坡县,,百都乡弄化村                                                                                                                                                                                                                            "|"brahms    "
141|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Yunnan,,,                                                                                                                                                                                                                                               "|"brahms    "
142|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Sichuan,,,                                                                                                                                                                                                                                              "|"brahms    "
143|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Sichuan,,,                                                                                                                                                                                                                                              "|"brahms    "
144|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Guangxi,,,花坪林区红滩                                                                                                                                                                                                                                  "|"brahms    "
145|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Guangxi,大瑶山县,,平竹乡横冲村至金秀附近老山那条                                                                                                                                                                                                        "|"brahms    "
146|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Sichuan,巫山县,,骡坪区附近                                                                                                                                                                                                                              "|"brahms    "
147|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guizhou,,,                                                                                                                                                                                                                                              "|"brahms    "
148|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Jiangxi,虔南县,,近东里乡西坑障                                                                                                                                                                                                                          "|"brahms    "
149|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Jiangxi,,,                                                                                                                                                                                                                                              "|"brahms    "
150|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Jiangxi,黎川县,,密林区大？林场贵溪至武夷山脉                                                                                                                                                                                                            "|"brahms    "
151|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Zhejiang,昌化县,,顺溪坞龙门关                                                                                                                                                                                                                           "|"brahms    "
152|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Sichuan,Baoxing Xian,,                                                                                                                                                                                                                                  "|"brahms    "
153|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Sichuan,巫溪县,,双河乡龙洞同                                                                                                                                                                                                                            "|"brahms    "
154|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangdong,Lechang Xian,,一区鬼子岩                                                                                                                                                                                                                      "|"brahms    "
155|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Sichuan,奉节县,,兴隆中河乡丁线溪沟内                                                                                                                                                                                                                    "|"brahms    "
156|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Yunnan,屏边苗族自治县,,瑶山区白岩乡白岩猪滚坡                                                                                                                                                                                                           "|"brahms    "
157|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Guangdong,连县,,瑶安田心林场                                                                                                                                                                                                                            "|"brahms    "
158|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Fujian,太宁县,,点丰岩大队                                                                                                                                                                                                                               "|"brahms    "
159|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Hunan,城步苗族自治县,,汀坪公社                                                                                                                                                                                                                          "|"brahms    "
160|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Jiangxi,南康县,,浮石公社大山脑                                                                                                                                                                                                                          "|"brahms    "
161|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Guizhou,Anlong Xian,,龙山公社王院                                                                                                                                                                                                                       "|"brahms    "
162|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Gansu,灰城县,,乡家荘太和社铁山                                                                                                                                                                                                                          "|"brahms    "
163|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|"China,Fujian,南靖县,,和溪六斗山                                                                                                                                                                                                                               "|"brahms    "
164|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Sichuan,,,峩山龙昇岗                                                                                                                                                                                                                                    "|"brahms    "
165|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Yunnan,,,                                                                                                                                                                                                                                               "|"brahms    "
166|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Sichuan,奉节县,,巫山县                                                                                                                                                                                                                                  "|"brahms    "
167|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Sichuan,奉节县,,双店公社                                                                                                                                                                                                                                "|"brahms    "
168|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Sichuan,奉节县,,巫山县                                                                                                                                                                                                                                  "|"brahms    "
169|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Hunan,,,八大公山                                                                                                                                                                                                                                        "|"brahms    "
170|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Hubei,来丰县,,                                                                                                                                                                                                                                          "|"brahms    "
171|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Jiangxi,,,莲花公社                                                                                                                                                                                                                                      "|"brahms    "
172|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Jiangxi,安远县,,渡口乡蔡坊                                                                                                                                                                                                                              "|"brahms    "
173|"Cryptotaenia  DC.                                                                                                                                                                                                                                             "|"China,Guangxi,都安瑶族自治县,,加成乡挡如勤                                                                                                                                                                                                                    "|"brahms    "
