"id"|"SPECIES"|"ADDRESS"|"SOURCE"
1553|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",Canada,Ontario,,Cedarvale Ravine                                                                                                                                                                                                                             "|"GBIF      "
1554|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,Madison,College Hill Road, jct. Kentucky River.                                                                                                                                                                                                         "|"GBIF      "
1555|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,rockcastle,Anglin Fall Hollow, Johnetta Quad. (N 1/4, NN 1/4), 1.0 mi east of jct. Anglin Fork road and Hammonds Fork Road, 0.8 mi northeast of Disputanta.                                                                                             "|"GBIF      "
1556|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,Adams,                                                                                                                                                                                                                                                  "|"GBIF      "
1557|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,Hinds,                                                                                                                                                                                                                                                  "|"GBIF      "
1558|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Minamiashigara-shi,                                                                                                                                                                                                                "|"GBIF      "
1559|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Minamiashigara-shi,                                                                                                                                                                                                                "|"GBIF      "
1560|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Ashigarashimo-gun, Hakone-machi,Mitsuishi                                                                                                                                                                                          "|"GBIF      "
1561|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Kanagawa,Kiyokawa-mura,                                                                                                                                                                                                                                "|"GBIF      "
1562|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Okayama,Ochiai-cho,                                                                                                                                                                                                                                    "|"GBIF      "
1563|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,Montréal,Mont Royal, Ile de Montréal                                                                                                                                                                                           "|"GBIF      "
1564|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Ibaraki,Hitachinaka-shi,                                                                                                                                                                                                                               "|"GBIF      "
1565|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Ibaraki,Iwai-shi,                                                                                                                                                                                                                                      "|"GBIF      "
1566|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Ibaraki,Makabe-gun Makabemachi,                                                                                                                                                                                                                        "|"GBIF      "
1567|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Ibaraki,Kashima-gun Hokotamachi,                                                                                                                                                                                                                       "|"GBIF      "
1568|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Kanagawa,Sagamihara-shi,Nagatake, Tsukui Town, Sagamihara City, Kanagawa Pref.                                                                                                                                                                         "|"GBIF      "
1569|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",US,Wisconsin,La Crosse County,Ebner Coulee, La Crosse                                                                                                                                                                                                        "|"GBIF      "
1570|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Gunma,Annaka-shi,Kirizumi Spa, Matsuidamachi-Sakamoto                                                                                                                                                                                                  "|"GBIF      "
1571|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Hiki-gun Kawajimamura,Kamagata                                                                                                                                                                                                                 "|"GBIF      "
1572|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Hyogo,Mikata-gun Kamicho,Hachikitakougen                                                                                                                                                                                                               "|"GBIF      "
1573|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Nebraska,Dixon,Maskell, 1 mi W                                                                                                                                                                                                              "|"GBIF      "
1574|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,North Dakota,Pembina,Mountain, 5 mi N                                                                                                                                                                                                       "|"GBIF      "
1575|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Arkansas,Cleburne,Tumbling Shoals                                                                                                                                                                                                           "|"GBIF      "
1576|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Comté de Laval, Pont Viau                                                                                                                                                                                                                   "|"GBIF      "
1577|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Ile Bizard                                                                                                                                                                                                                                   "|"GBIF      "
1578|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Comté de Lotbinière, Lotbinière.                                                                                                                                                                                                          "|"GBIF      "
1579|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,U.S.A.,Illinois,Cook,Riverside                                                                                                                                                                                                                  "|"GBIF      "
1580|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,U.S.A.,Illinois,Cook,Olympia Fields                                                                                                                                                                                                             "|"GBIF      "
1581|"Cryptotaenia africana Drude                                                                                                                                                                                                                                   "|",Cameroon,,,Cameroon Mountain                                                                                                                                                                                                                                 "|"GBIF      "
1582|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"Pacific,United States,Hawaii,Honolulu County,Pololu Valley, Kohala                                                                                                                                                                                            "|"GBIF      "
1583|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Virginia,Fairfax,Sleepy Hollow, south of Falls Church, affluent of Tripps Run                                                                                                                                                     "|"GBIF      "
1584|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Nara,Yoshino-gun Kawakamimura,                                                                                                                                                                                                                         "|"GBIF      "
1585|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",Taiwan,,,Chunghsing                                                                                                                                                                                                                                          "|"GBIF      "
1586|"Cryptotaenia calycina C.C.Towns.                                                                                                                                                                                                                              "|"Africa & Madagascar,Tanzania,Morogoro,Kilombero,Mwanihana Forest Reserve, above Sanje village.Forest on steep slope with small streams and swamps, and patches of elfin forest on ridge top. Expedition supported by the National Geographic Society.         "|"GBIF      "
1587|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Tennessee,Cocke,5.6 mi. southeast of Del Río on State Route 107 in Cherokee National Forest.                                                                                                                                     "|"GBIF      "
1588|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,District of Columbia,,                                                                                                                                                                                                            "|"GBIF      "
1589|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Missouri,Saint Charles,Busch Conservation Area, Dardenne Creek Trail, 300 yards N of trailhead parking lot several plants growing in partially shaded, grassy edge of trail, bottomland forest                                    "|"GBIF      "
1590|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",United States,Wisconsin,Chippewa,2 mi. SE of Cornell, ?mi. outside city limits. Infrequent in rich shaded woods.                                                                                                                                             "|"GBIF      "
1591|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Jiangxi,Jiujiang City,Tiefo Tample, Lushan                                                                                                                                                                                                                  "|"GBIF      "
1592|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Guizhou,Xifeng County,Xiayanglang                                                                                                                                                                                                                           "|"GBIF      "
1593|"                                                                                                                                                                                                                                                              "|",,Sichuan,Dujiangyan City,Shenxigou                                                                                                                                                                                                                           "|"GBIF      "
1594|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Aiti Prefecture,,                                                                                                                                                                                                                                      "|"GBIF      "
1595|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Akita,Semboku-gun Otamachi,Magi Keikoku                                                                                                                                                                                                                "|"GBIF      "
1596|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Akita,Oga-shi,Toga                                                                                                                                                                                                                                     "|"GBIF      "
1597|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Japan,Hyogo Prefecture,Kobe-shi,                                                                                                                                                                                                                             "|"GBIF      "
1598|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",Japan,Kanagawa,Hakone,Hakone4                                                                                                                                                                                                                                "|"GBIF      "
1599|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Hunan,Suining County,Suining County                                                                                                                                                                                                                         "|"GBIF      "
1600|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",,Guizhou,Wangmo Country,Pinglang                                                                                                                                                                                                                             "|"GBIF      "
1601|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,UNITED STATES,Florida,Gadsden (FL),Gadsden (FL)                                                                                                                                                                                                 "|"GBIF      "
1602|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",,,,ex America boreali.                                                                                                                                                                                                                                       "|"GBIF      "
1603|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Ibaraki,Makabe-gun Makabemachi,                                                                                                                                                                                                                        "|"GBIF      "
1604|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Ibaraki,Namegata-gun Tamatsukurimachi,                                                                                                                                                                                                                 "|"GBIF      "
1605|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Kanagawa,Odawara-shi,                                                                                                                                                                                                                                  "|"GBIF      "
1606|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",US,Connecticut,Middlesex County,Salmon River                                                                                                                                                                                                                 "|"GBIF      "
1607|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",US,Rhode Island,Providence County,Wenscott Reservoir, North Providence                                                                                                                                                                                       "|"GBIF      "
1608|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Japan,Fukushima,Yama-gun,Kitashiobara-mura, Hibara, between Kengamine and Onogawa, the southeast side of Onogawa-ko Lake.                                                                                                                                    "|"GBIF      "
1609|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Chichibu-shi,Urayama                                                                                                                                                                                                                           "|"GBIF      "
1610|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Okayama,Katsuta-cho,                                                                                                                                                                                                                                   "|"GBIF      "
1611|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,Roussillon,Chateauguay, Ile Saint-Bernard (des s?urs Grises)                                                                                                                                                                     "|"GBIF      "
1612|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,,Saint-Bruno                                                                                                                                                                                                                     "|"GBIF      "
1613|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,Canada,Québec,Montréal,Montréal, Mont Royal, zone 2                                                                                                                                                                                          "|"GBIF      "
1614|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,Comté de Portneuf, St-Augustin, ferme de l'université Laval. érablière près du petit pont                                                                                                                                               "|"GBIF      "
1615|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Canada,Québec,,?le d'Orléans; Sainte-Pétronille                                                                                                                                                                                                           "|"GBIF      "
1616|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Japan,,,Honshu, Tohoku Distr., Fukushima Pref., Kawanuma-gun, Aidzubange-machi, Nagai.                                                                                                                                                                       "|"GBIF      "
1617|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Saitama,Hiki-gun Tokigawamura,Nishidaira                                                                                                                                                                                                               "|"GBIF      "
1618|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Kanagawa,Atsugi-shi,                                                                                                                                                                                                                                   "|"GBIF      "
1619|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Kanagawa,Atsugi-shi,                                                                                                                                                                                                                                   "|"GBIF      "
1620|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Kanagawa,Atsugi-shi,                                                                                                                                                                                                                                   "|"GBIF      "
1621|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Japan,Hyogo,Shikama-gun, Yumesaki-cho, Mt.Myojin,                                                                                                                                                                                                            "|"GBIF      "
1622|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",TAIWAN (R.O.C),,,Sun Moon LakeYuchih Hsiang, Taiwan                                                                                                                                                                                                          "|"GBIF      "
1623|"Cryptotaenia japonica Hassk.                                                                                                                                                                                                                                  "|",Taiwan,TAIWAN,HUALIEN HSIEN,                                                                                                                                                                                                                                 "|"GBIF      "
1624|"Cryptotaenia polygama C.C.Towns.                                                                                                                                                                                                                              "|"Africa,Tanzania,Same,,S Pare, Shengena Peak                                                                                                                                                                                                                   "|"GBIF      "
1625|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,,St. Louis: Missisippithal                                                                                                                                                                                                                              "|"GBIF      "
1626|"Cryptotaenia africana Drude                                                                                                                                                                                                                                   "|",Zaire,,,Kahuzi-Biega-Nationalpark, ca. 1km Nordost der Stra?e Bukavu-Walikale bei km 45 von Bukavu her                                                                                                                                                       "|"GBIF      "
1627|"Cryptotaenia africana                                                                                                                                                                                                                                         "|",Cameroon,,,Cameroon Mts.                                                                                                                                                                                                                                     "|"GBIF      "
1628|"Cryptotaenia polygama                                                                                                                                                                                                                                         "|",Tanzania,,,East Africa, Ulugurus. See information on label.                                                                                                                                                                                                  "|"GBIF      "
1629|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|",USA,,,Wisconsin                                                                                                                                                                                                                                              "|"GBIF      "
1630|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,United States,Maryland,Montgomery,Plummer's Island, Poachers Landing C. & O. Canal                                                                                                                                                              "|"GBIF      "
1631|"Cryptotaenia elegans Webb ex Bolle                                                                                                                                                                                                                            "|",ESP,Tf,,La Gomera                                                                                                                                                                                                                                            "|"GBIF      "
1632|"Cryptotaenia japonica                                                                                                                                                                                                                                         "|",Japan,Kanagawa Prefecture,Tsukui-gun, Tsukui-machi,                                                                                                                                                                                                          "|"GBIF      "
1633|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|",Japan,Gunma,Takasaki-shi,Old Ubuchi Vill.                                                                                                                                                                                                                    "|"GBIF      "
1634|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,USA,Louisiana,Winn Parish,Goldonna                                                                                                                                                                                                              "|"GBIF      "
1635|"Cryptotaenia canadensis (L.) DC.                                                                                                                                                                                                                              "|"North America,USA,Missouri,St. Louis County,Rock Hollow                                                                                                                                                                                                       "|"GBIF      "
1636|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Kansas,Cherokee,Galena, 1.5 mi S                                                                                                                                                                                                            "|"GBIF      "
1637|"Cryptotaenia canadensis                                                                                                                                                                                                                                       "|"North America,USA,Kansas,Franklin,T18S, R19E, sec 19, NE 1/4                                                                                                                                                                                                  "|"GBIF      "
